what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1318544105568
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318544107975
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1318544107975
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1318544107987
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544121347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544125736
started,bundle,org.eclipse.help.base,3.6.0.v201106131736,"org.eclipse.help.base",1318544126423
started,bundle,org.eclipse.help.ui,3.5.100.v20110425,"org.eclipse.help.ui",1318544126434
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1318544126464
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1318544126547
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1318544126580
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1318544146868
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544165401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544166535
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544167067
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544170318
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318544171834
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1318544171834
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1318544171838
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1318544173962
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1318544174128
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1318544174298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1318544180515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1318544183371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544186841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544200277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544205319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544272604
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1318544276048
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1318544276488
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1318544279193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544281134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544282592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544287968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544289798
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544292351
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544293846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1318544295024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544298195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544302257
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318544305048
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1318544306326
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318544306992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318544307864
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1318544308921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318544317146
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1318544327993
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1318544333983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544334654
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318544336405
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1318544339479
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1318544347380
